cycle,D_labor_income,D_adv_exposure,D_adv_cell,D_resources,MEAN_ADV_EXPOSURE,MEAN_RESOURCES,MEAN_LABOR_INCOME,MEAN_HOUSEHOLD_SIZE,TOTAL_SYNTHETIC_POPULATION,D_adv,D_wealth,D_employ,TRADES_COUNT_M,TRADES_MASS_M,TRADES,SORT_DROPOFF_COUNT_M,SORT_DROPOFF_MASS_M,SORT_DROPOFF_MASS_KG,BULKY_DROPOFF_COUNT_M,BULKY_DROPOFF_MASS_M,BULKY_DROPOFF_MASS_KG,REPAIRS_COUNT_M,MOVE_COUNT_M,MOVE_RATE_M,HOUSEHOLD_SIZE_CHANGE_COUNT_M,OBSERVED_CE_ACTIONS_M,CE_ACTION_RECOGNITION_OPPORTUNITIES_M,OBSERVED_CE_ACTION_RATE_M,N_HOUSEHOLDS,MEAN_LOCAL_CE_ACTIVATION,CE_INTENSITY,CE_MATERIAL_FLOW_NORM,CE_REPAIR_VISIT_NORM,CEI_SIM,UNEMPLOYMENT,R_gap,P_voice_corr
166,0.9949147298268692,0.2557497642685867,0.27154259670229974,0.8118463683419742,0.5173740498564661,9.133083397561382,0.007719017659237464,2.226,8904.0,0.2557497642685867,0.8118463683419742,0.09675,3994,5614.45996600178,5614.45996600178,3648,4174.1531257214765,4174.1531257214765,346,1440.306840280279,1440.306840280279,3639,115,0.02875,8,3827,7633,0.501375605921656,4000,0.018511000129022015,0.018511000129022015,0.4678716638334427,0.90975,0.6446229983000655,0.09033065502549903,0.017083992094861666,0.0
167,0.9950624849757261,0.25556597187810703,0.27154259670229974,0.811779605318535,0.5177139645591572,9.044873272686733,0.007964914223350394,2.22575,8903.0,0.25556597187810703,0.811779605318535,0.09775,3976,5494.851898860856,5494.851898860856,3667,4211.301102964597,4211.301102964597,309,1283.5507958962557,1283.5507958962557,3649,104,0.026,11,3791,7625,0.49718032786885247,4000,0.018356334038569688,0.018356334038569688,0.45790432490503313,0.91225,0.6396425949430199,0.0904053610758547,0.022408102766798388,0.0
168,0.9952950681182794,0.25544323483274367,0.27154259670229974,0.8117230090357105,0.5182915740792274,8.957566515340774,0.0077163676272018426,2.22575,8903.0,0.25544323483274367,0.8117230090357105,0.10275,3989,5451.803030649035,5451.803030649035,3704,4261.962979611262,4261.962979611262,285,1189.8400510377608,1189.8400510377608,3666,103,0.02575,6,3868,7655,0.5052906596995428,4000,0.018132339810134186,0.018132339810134186,0.454316919220715,0.9165,0.639190151532429,0.09041214772701357,0.017408102766798383,0.0
169,0.9952950778575892,0.2552903524815061,0.27154259670229974,0.8116337605409195,0.5190347830232308,8.872249267319974,0.007715620104425945,2.22475,8899.0,0.2552903524815061,0.8116337605409195,0.09325,3958,5325.441625504922,5325.441625504922,3676,4155.308403870961,4155.308403870961,282,1170.1332216339654,1170.1332216339654,3640,101,0.02525,10,3731,7598,0.4910502763885233,4000,0.018259157274698595,0.018259157274698595,0.44378680212537314,0.91,0.6302720812752239,0.09054591878087165,0.0016116600790513358,0.0
170,0.9949235943969075,0.2550672275400339,0.27154259670229974,0.811503554825625,0.5194979269381863,8.787550169550206,0.006455823243199372,2.2255,8902.0,0.2550672275400339,0.811503554825625,0.09475,3938,5387.531740511902,5387.531740511902,3638,4140.658544565663,4140.658544565663,300,1246.8731959462311,1246.8731959462311,3636,99,0.02475,7,3778,7574,0.4988117243200422,4000,0.0180808174350149,0.0180808174350149,0.44896097837595444,0.909,0.6329765870255727,0.09050535119461642,0.008807312252964383,0.0
171,0.9949236155815613,0.25494119157555334,0.27154259670229974,0.8113718310827803,0.519500820020515,8.703142441640258,0.006455013750836072,2.22675,8907.0,0.25494119157555334,0.8113718310827803,0.10125,3987,5526.51186022006,5526.51186022006,3670,4208.3727799093185,4208.3727799093185,317,1318.139080310745,1318.139080310745,3621,110,0.0275,7,3778,7608,0.49658254468980023,4000,0.018424380606810228,0.018424380606810228,0.46054265501829994,0.90525,0.63842559301098,0.0904236161048353,0.026022727272727364,0.0
172,0.9949236748989244,0.25484034911984027,0.27154259670229974,0.8112307549783693,0.5198346576957826,8.62020893461681,0.006454432107766974,2.22725,8909.0,0.25484034911984027,0.8112307549783693,0.098,3989,5503.740225167455,5503.740225167455,3680,4219.014872442171,4219.014872442171,309,1284.7253527252974,1284.7253527252974,3637,119,0.02975,4,3789,7626,0.496852871754524,4000,0.018426208439967978,0.018426208439967978,0.45864501876391633,0.90925,0.6388870112583498,0.09041669483112476,0.03796837944664033,0.0
173,0.9949231385719063,0.25455873039242305,0.27154259670229974,0.8110536041454919,0.5206164927872632,8.538609209015993,0.006455097080523222,2.22775,8911.0,0.25455873039242305,0.8110536041454919,0.10325,4031,5655.4805903330725,5655.4805903330725,3676,4181.489222245102,4181.489222245102,355,1473.991368087977,1473.991368087977,3639,102,0.0255,6,3802,7670,0.49569752281616686,4000,0.018034492599699956,0.018034492599699956,0.47129004919438344,0.90975,0.64667402951663,0.09029988955725056,0.02165118577075098,0.0
174,0.9948606589507132,0.25422871310132544,0.27154259670229974,0.8108287731080389,0.5209277323379474,8.459855806205757,0.007649596847847123,2.2285,8914.0,0.25422871310132544,0.8108287731080389,0.10925,4032,5624.761766011421,5624.761766011421,3684,4176.847017144848,4176.847017144848,348,1447.9147488665883,1447.9147488665883,3640,105,0.02625,7,3859,7672,0.5029979144942649,4000,0.01866734657476271,0.01866734657476271,0.4687301471675793,0.91,0.6452380883005476,0.0903214286754918,0.03225197628458498,0.0
175,0.9948611784543734,0.2538971696059192,0.27154259670229974,0.8105992885354534,0.5213960671271278,8.381225524578404,0.007648789712379157,2.229,8916.0,0.2538971696059192,0.8105992885354534,0.0995,4081,5763.781292365461,5763.781292365461,3708,4215.645213264631,4215.645213264631,373,1548.1360791008317,1548.1360791008317,3670,99,0.02475,8,3867,7751,0.4989033673074442,4000,0.019050192656589943,0.019050192656589943,0.4803151076970817,0.9175,0.655189064618249,0.09017216403072627,0.017496047430829997,0.0
