run_group,scenario,scenario_label,parameter,parameter_value,replicate,seed,metric,metric_label,source_column,last_window,last_mean,initial,final,delta_final_minus_initial
scr_0613_0539,baseline,Baseline CE,gamma_need_savings,0.6,0,24680,D_resources,K6 economic-resource inequality,D_resources,24,0.3881065329196303,0.3056171879604059,0.3462237247658014,0.0406065368053955
scr_0613_0539,baseline,Baseline CE,gamma_need_savings,0.75,0,24680,MEAN_LOCAL_CE_ACTIVATION,K1 mean local CE activation,MEAN_LOCAL_CE_ACTIVATION,24,0.017740415278046623,0.0,0.0180421893755938,0.0180421893755938
scr_0613_0539,baseline,Baseline CE,gamma_need_savings,0.75,0,24680,CEI_SIM,K2 flow-based citywide CE index,CEI_SIM,24,0.6220035109771757,0.3090200776864584,0.6173114073368826,0.3082913296504242
scr_0613_0539,baseline,Baseline CE,gamma_need_savings,0.75,0,24680,TRADES_COUNT_M,K3 CE flows,TRADES_COUNT_M,24,3894.0416666666665,2071.0,3846.0,1775.0
scr_0613_0539,baseline,Baseline CE,gamma_need_savings,0.75,0,24680,UNEMPLOYMENT,K4 unemployment,UNEMPLOYMENT,24,0.09066994733534234,0.0953646988347031,0.0907403288899467,-0.004624369944756401
scr_0613_0539,baseline,Baseline CE,gamma_need_savings,0.75,0,24680,D_adv_exposure,K5 spatial-advantage exposure inequality,D_adv_exposure,24,0.17021687459787407,0.1378939902695001,0.1692952537852041,0.03140126351570399
scr_0613_0539,baseline,Baseline CE,gamma_need_savings,0.75,0,24680,D_resources,K6 economic-resource inequality,D_resources,24,0.6477316819151164,0.305599450532264,0.6221778594794148,0.31657840894715084
scr_0613_0539,baseline,Baseline CE,gamma_need_savings,1.0,0,24680,MEAN_LOCAL_CE_ACTIVATION,K1 mean local CE activation,MEAN_LOCAL_CE_ACTIVATION,24,0.019366784598921712,0.0,0.0196125313598285,0.0196125313598285
scr_0613_0539,baseline,Baseline CE,gamma_need_savings,1.0,0,24680,CEI_SIM,K2 flow-based citywide CE index,CEI_SIM,24,0.6458546752472701,0.3090200776864584,0.6588133437859642,0.34979326609950584
scr_0613_0539,baseline,Baseline CE,gamma_need_savings,1.0,0,24680,TRADES_COUNT_M,K3 CE flows,TRADES_COUNT_M,24,3941.7916666666665,2071.0,3961.0,1890.0
scr_0613_0539,baseline,Baseline CE,gamma_need_savings,1.0,0,24680,UNEMPLOYMENT,K4 unemployment,UNEMPLOYMENT,24,0.09031217987129092,0.0953646988347031,0.0901177998432105,-0.005246898991492596
scr_0613_0539,baseline,Baseline CE,gamma_need_savings,1.0,0,24680,D_adv_exposure,K5 spatial-advantage exposure inequality,D_adv_exposure,24,0.1695145738340078,0.1378939902695001,0.1685295742058228,0.03063558393632268
scr_0613_0539,baseline,Baseline CE,gamma_need_savings,1.0,0,24680,D_resources,K6 economic-resource inequality,D_resources,24,0.7377955123914463,0.3055699021694213,0.7367939576599424,0.43122405549052106
scr_0613_0539,baseline,Baseline CE,move_prob,0.0,0,24680,MEAN_LOCAL_CE_ACTIVATION,K1 mean local CE activation,MEAN_LOCAL_CE_ACTIVATION,24,0.013612667295403119,0.0,0.0136023287678365,0.0136023287678365
scr_0613_0539,baseline,Baseline CE,move_prob,0.0,0,24680,CEI_SIM,K2 flow-based citywide CE index,CEI_SIM,24,0.6029084946512254,0.3090565399920028,0.6034857719107947,0.2944292319187919
scr_0613_0539,baseline,Baseline CE,move_prob,0.0,0,24680,TRADES_COUNT_M,K3 CE flows,TRADES_COUNT_M,24,3740.75,2063.0,3733.0,1670.0
scr_0613_0539,baseline,Baseline CE,move_prob,0.0,0,24680,UNEMPLOYMENT,K4 unemployment,UNEMPLOYMENT,24,0.09095637258023159,0.0953641519001199,0.090947713421338,-0.004416438478781898
scr_0613_0539,baseline,Baseline CE,move_prob,0.0,0,24680,D_adv_exposure,K5 spatial-advantage exposure inequality,D_adv_exposure,24,0.1342769202890817,0.1342769202890817,0.1342769202890817,0.0
scr_0613_0539,baseline,Baseline CE,move_prob,0.0,0,24680,D_resources,K6 economic-resource inequality,D_resources,24,0.3928071324529833,0.3056542430751563,0.3529372430256101,0.047282999950453763
scr_0613_0539,baseline,Baseline CE,move_prob,0.01,0,24680,MEAN_LOCAL_CE_ACTIVATION,K1 mean local CE activation,MEAN_LOCAL_CE_ACTIVATION,24,0.015170679199088807,0.0,0.0148454355247027,0.0148454355247027
scr_0613_0539,baseline,Baseline CE,move_prob,0.01,0,24680,CEI_SIM,K2 flow-based citywide CE index,CEI_SIM,24,0.6060438842411311,0.3088377723742769,0.6013809469818663,0.2925431746075894
scr_0613_0539,baseline,Baseline CE,move_prob,0.01,0,24680,TRADES_COUNT_M,K3 CE flows,TRADES_COUNT_M,24,3762.5833333333335,2065.0,3745.0,1680.0
scr_0613_0539,baseline,Baseline CE,move_prob,0.01,0,24680,UNEMPLOYMENT,K4 unemployment,UNEMPLOYMENT,24,0.09090934173638299,0.0953674334143858,0.090979285795272,-0.004388147619113811
scr_0613_0539,baseline,Baseline CE,move_prob,0.01,0,24680,D_adv_exposure,K5 spatial-advantage exposure inequality,D_adv_exposure,24,0.16170578920675757,0.1349022823523384,0.1625511482745055,0.027648865922167115
scr_0613_0539,baseline,Baseline CE,move_prob,0.01,0,24680,D_resources,K6 economic-resource inequality,D_resources,24,0.4161845892686468,0.3056528136236231,0.3780698026542538,0.07241698903063065
scr_0613_0539,baseline,Baseline CE,move_prob,0.05,0,24680,MEAN_LOCAL_CE_ACTIVATION,K1 mean local CE activation,MEAN_LOCAL_CE_ACTIVATION,24,0.016292034767896826,0.0,0.0164327610595834,0.0164327610595834
scr_0613_0539,baseline,Baseline CE,move_prob,0.05,0,24680,CEI_SIM,K2 flow-based citywide CE index,CEI_SIM,24,0.6135556642228561,0.3087081142626333,0.61335495558302,0.3046468413203867
scr_0613_0539,baseline,Baseline CE,move_prob,0.05,0,24680,TRADES_COUNT_M,K3 CE flows,TRADES_COUNT_M,24,3846.125,2069.0,3852.0,1783.0
scr_0613_0539,baseline,Baseline CE,move_prob,0.05,0,24680,UNEMPLOYMENT,K4 unemployment,UNEMPLOYMENT,24,0.09079666503665713,0.0953693782860605,0.0907996756662547,-0.004569702619805799
scr_0613_0539,baseline,Baseline CE,move_prob,0.05,0,24680,D_adv_exposure,K5 spatial-advantage exposure inequality,D_adv_exposure,24,0.18254032102398124,0.1358657056578058,0.1820226151889291,0.04615690953112328
scr_0613_0539,baseline,Baseline CE,move_prob,0.05,0,24680,D_resources,K6 economic-resource inequality,D_resources,24,0.3789462034359841,0.3056423043264825,0.3339445821012842,0.02830227777480171
scr_0613_0539,baseline,Baseline CE,move_prob,0.1,0,24680,MEAN_LOCAL_CE_ACTIVATION,K1 mean local CE activation,MEAN_LOCAL_CE_ACTIVATION,24,0.018009254469126015,0.0,0.0179382978640079,0.0179382978640079
scr_0613_0539,baseline,Baseline CE,move_prob,0.1,0,24680,CEI_SIM,K2 flow-based citywide CE index,CEI_SIM,24,0.6191046847505338,0.3090200776864584,0.6303247138229335,0.32130463613647514
scr_0613_0539,baseline,Baseline CE,move_prob,0.1,0,24680,TRADES_COUNT_M,K3 CE flows,TRADES_COUNT_M,24,3887.5833333333335,2071.0,3954.0,1883.0
scr_0613_0539,baseline,Baseline CE,move_prob,0.1,0,24680,UNEMPLOYMENT,K4 unemployment,UNEMPLOYMENT,24,0.09071342972874197,0.0953646988347031,0.090545129292656,-0.004819569542047097
scr_0613_0539,baseline,Baseline CE,move_prob,0.1,0,24680,D_adv_exposure,K5 spatial-advantage exposure inequality,D_adv_exposure,24,0.17083829604465697,0.1378939902695001,0.169882892127228,0.0319889018577279
