run_group,experiment,scenario,scenario_label,replicate,seed,beta_cei,observability_prob,run_tag,run_dir,master_csv,k1_spatial_npz,duration_sec,status,error
r20260612_134238,main,ce_light,Low-intensity CE,25,12370,-0.015,0.5,m,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r025_m_ce_light,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r025_m_ce_light\MASTER_metrics.csv,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r025_m_ce_light\K1_spatial_ce_intensity.npz,96.151129,ok,
r20260612_134238,main,baseline,Status-quo CE,25,12370,-0.015,0.5,m,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r025_m_baseline,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r025_m_baseline\MASTER_metrics.csv,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r025_m_baseline\K1_spatial_ce_intensity.npz,114.909294,ok,
r20260612_134238,main,ce_strong,Targeted CE expansion,25,12370,-0.015,0.5,m,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r025_m_ce_strong,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r025_m_ce_strong\MASTER_metrics.csv,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r025_m_ce_strong\K1_spatial_ce_intensity.npz,118.194428,ok,
r20260612_134238,main,ce_off,Linear reference,26,12371,-0.015,0.5,m,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r026_m_ce_off,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r026_m_ce_off\MASTER_metrics.csv,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r026_m_ce_off\K1_spatial_ce_intensity.npz,31.825216,ok,
r20260612_134238,main,ce_light,Low-intensity CE,26,12371,-0.015,0.5,m,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r026_m_ce_light,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r026_m_ce_light\MASTER_metrics.csv,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r026_m_ce_light\K1_spatial_ce_intensity.npz,101.064496,ok,
r20260612_134238,main,baseline,Status-quo CE,26,12371,-0.015,0.5,m,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r026_m_baseline,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r026_m_baseline\MASTER_metrics.csv,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r026_m_baseline\K1_spatial_ce_intensity.npz,115.794672,ok,
r20260612_134238,main,ce_strong,Targeted CE expansion,26,12371,-0.015,0.5,m,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r026_m_ce_strong,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r026_m_ce_strong\MASTER_metrics.csv,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r026_m_ce_strong\K1_spatial_ce_intensity.npz,125.305148,ok,
r20260612_134238,main,ce_off,Linear reference,27,12372,-0.015,0.5,m,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r027_m_ce_off,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r027_m_ce_off\MASTER_metrics.csv,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r027_m_ce_off\K1_spatial_ce_intensity.npz,32.059796,ok,
r20260612_134238,main,ce_light,Low-intensity CE,27,12372,-0.015,0.5,m,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r027_m_ce_light,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r027_m_ce_light\MASTER_metrics.csv,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r027_m_ce_light\K1_spatial_ce_intensity.npz,98.598606,ok,
r20260612_134238,main,baseline,Status-quo CE,27,12372,-0.015,0.5,m,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r027_m_baseline,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r027_m_baseline\MASTER_metrics.csv,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r027_m_baseline\K1_spatial_ce_intensity.npz,110.907373,ok,
r20260612_134238,main,ce_strong,Targeted CE expansion,27,12372,-0.015,0.5,m,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r027_m_ce_strong,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r027_m_ce_strong\MASTER_metrics.csv,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r027_m_ce_strong\K1_spatial_ce_intensity.npz,126.128217,ok,
r20260612_134238,main,ce_off,Linear reference,28,12373,-0.015,0.5,m,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r028_m_ce_off,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r028_m_ce_off\MASTER_metrics.csv,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r028_m_ce_off\K1_spatial_ce_intensity.npz,29.582141,ok,
r20260612_134238,main,ce_light,Low-intensity CE,28,12373,-0.015,0.5,m,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r028_m_ce_light,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r028_m_ce_light\MASTER_metrics.csv,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r028_m_ce_light\K1_spatial_ce_intensity.npz,96.393604,ok,
r20260612_134238,main,baseline,Status-quo CE,28,12373,-0.015,0.5,m,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r028_m_baseline,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r028_m_baseline\MASTER_metrics.csv,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r028_m_baseline\K1_spatial_ce_intensity.npz,116.242595,ok,
r20260612_134238,main,ce_strong,Targeted CE expansion,28,12373,-0.015,0.5,m,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r028_m_ce_strong,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r028_m_ce_strong\MASTER_metrics.csv,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r028_m_ce_strong\K1_spatial_ce_intensity.npz,121.353694,ok,
r20260612_134238,main,ce_off,Linear reference,29,12374,-0.015,0.5,m,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r029_m_ce_off,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r029_m_ce_off\MASTER_metrics.csv,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r029_m_ce_off\K1_spatial_ce_intensity.npz,30.161614,ok,
r20260612_134238,main,ce_light,Low-intensity CE,29,12374,-0.015,0.5,m,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r029_m_ce_light,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r029_m_ce_light\MASTER_metrics.csv,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r029_m_ce_light\K1_spatial_ce_intensity.npz,100.543749,ok,
r20260612_134238,main,baseline,Status-quo CE,29,12374,-0.015,0.5,m,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r029_m_baseline,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r029_m_baseline\MASTER_metrics.csv,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r029_m_baseline\K1_spatial_ce_intensity.npz,115.366238,ok,
r20260612_134238,main,ce_strong,Targeted CE expansion,29,12374,-0.015,0.5,m,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r029_m_ce_strong,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r029_m_ce_strong\MASTER_metrics.csv,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r029_m_ce_strong\K1_spatial_ce_intensity.npz,118.614911,ok,
r20260612_134238,main,ce_off,Linear reference,30,12375,-0.015,0.5,m,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r030_m_ce_off,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r030_m_ce_off\MASTER_metrics.csv,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r030_m_ce_off\K1_spatial_ce_intensity.npz,31.944404,ok,
r20260612_134238,main,ce_light,Low-intensity CE,30,12375,-0.015,0.5,m,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r030_m_ce_light,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r030_m_ce_light\MASTER_metrics.csv,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r030_m_ce_light\K1_spatial_ce_intensity.npz,100.320696,ok,
r20260612_134238,main,baseline,Status-quo CE,30,12375,-0.015,0.5,m,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r030_m_baseline,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r030_m_baseline\MASTER_metrics.csv,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r030_m_baseline\K1_spatial_ce_intensity.npz,110.685437,ok,
r20260612_134238,main,ce_strong,Targeted CE expansion,30,12375,-0.015,0.5,m,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r030_m_ce_strong,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r030_m_ce_strong\MASTER_metrics.csv,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r030_m_ce_strong\K1_spatial_ce_intensity.npz,124.570896,ok,
r20260612_134238,main,ce_off,Linear reference,31,12376,-0.015,0.5,m,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r031_m_ce_off,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r031_m_ce_off\MASTER_metrics.csv,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r031_m_ce_off\K1_spatial_ce_intensity.npz,31.014226,ok,
r20260612_134238,main,ce_light,Low-intensity CE,31,12376,-0.015,0.5,m,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r031_m_ce_light,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r031_m_ce_light\MASTER_metrics.csv,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r031_m_ce_light\K1_spatial_ce_intensity.npz,95.067420,ok,
r20260612_134238,main,baseline,Status-quo CE,31,12376,-0.015,0.5,m,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r031_m_baseline,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r031_m_baseline\MASTER_metrics.csv,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r031_m_baseline\K1_spatial_ce_intensity.npz,117.649349,ok,
r20260612_134238,main,ce_strong,Targeted CE expansion,31,12376,-0.015,0.5,m,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r031_m_ce_strong,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r031_m_ce_strong\MASTER_metrics.csv,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r031_m_ce_strong\K1_spatial_ce_intensity.npz,121.066380,ok,
r20260612_134238,main,ce_off,Linear reference,32,12377,-0.015,0.5,m,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r032_m_ce_off,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r032_m_ce_off\MASTER_metrics.csv,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r032_m_ce_off\K1_spatial_ce_intensity.npz,30.995754,ok,
r20260612_134238,main,ce_light,Low-intensity CE,32,12377,-0.015,0.5,m,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r032_m_ce_light,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r032_m_ce_light\MASTER_metrics.csv,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r032_m_ce_light\K1_spatial_ce_intensity.npz,99.712855,ok,
r20260612_134238,main,baseline,Status-quo CE,32,12377,-0.015,0.5,m,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r032_m_baseline,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r032_m_baseline\MASTER_metrics.csv,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r032_m_baseline\K1_spatial_ce_intensity.npz,110.021247,ok,
r20260612_134238,main,ce_strong,Targeted CE expansion,32,12377,-0.015,0.5,m,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r032_m_ce_strong,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r032_m_ce_strong\MASTER_metrics.csv,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r032_m_ce_strong\K1_spatial_ce_intensity.npz,126.156465,ok,
r20260612_134238,main,ce_off,Linear reference,33,12378,-0.015,0.5,m,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r033_m_ce_off,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r033_m_ce_off\MASTER_metrics.csv,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r033_m_ce_off\K1_spatial_ce_intensity.npz,32.498300,ok,
r20260612_134238,main,ce_light,Low-intensity CE,33,12378,-0.015,0.5,m,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r033_m_ce_light,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r033_m_ce_light\MASTER_metrics.csv,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r033_m_ce_light\K1_spatial_ce_intensity.npz,96.936392,ok,
r20260612_134238,main,baseline,Status-quo CE,33,12378,-0.015,0.5,m,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r033_m_baseline,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r033_m_baseline\MASTER_metrics.csv,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r033_m_baseline\K1_spatial_ce_intensity.npz,117.174938,ok,
r20260612_134238,main,ce_strong,Targeted CE expansion,33,12378,-0.015,0.5,m,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r033_m_ce_strong,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r033_m_ce_strong\MASTER_metrics.csv,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r033_m_ce_strong\K1_spatial_ce_intensity.npz,118.110642,ok,
r20260612_134238,main,ce_off,Linear reference,34,12379,-0.015,0.5,m,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r034_m_ce_off,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r034_m_ce_off\MASTER_metrics.csv,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r034_m_ce_off\K1_spatial_ce_intensity.npz,30.405443,ok,
r20260612_134238,main,ce_light,Low-intensity CE,34,12379,-0.015,0.5,m,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r034_m_ce_light,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r034_m_ce_light\MASTER_metrics.csv,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r034_m_ce_light\K1_spatial_ce_intensity.npz,101.240150,ok,
r20260612_134238,main,baseline,Status-quo CE,34,12379,-0.015,0.5,m,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r034_m_baseline,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r034_m_baseline\MASTER_metrics.csv,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r034_m_baseline\K1_spatial_ce_intensity.npz,111.079670,ok,
r20260612_134238,main,ce_strong,Targeted CE expansion,34,12379,-0.015,0.5,m,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r034_m_ce_strong,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r034_m_ce_strong\MASTER_metrics.csv,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r034_m_ce_strong\K1_spatial_ce_intensity.npz,125.422403,ok,
r20260612_134238,main,ce_off,Linear reference,35,12380,-0.015,0.5,m,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r035_m_ce_off,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r035_m_ce_off\MASTER_metrics.csv,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r035_m_ce_off\K1_spatial_ce_intensity.npz,31.302414,ok,
r20260612_134238,main,ce_light,Low-intensity CE,35,12380,-0.015,0.5,m,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r035_m_ce_light,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r035_m_ce_light\MASTER_metrics.csv,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r035_m_ce_light\K1_spatial_ce_intensity.npz,95.879194,ok,
r20260612_134238,main,baseline,Status-quo CE,35,12380,-0.015,0.5,m,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r035_m_baseline,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r035_m_baseline\MASTER_metrics.csv,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r035_m_baseline\K1_spatial_ce_intensity.npz,119.192722,ok,
r20260612_134238,main,ce_strong,Targeted CE expansion,35,12380,-0.015,0.5,m,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r035_m_ce_strong,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r035_m_ce_strong\MASTER_metrics.csv,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r035_m_ce_strong\K1_spatial_ce_intensity.npz,123.563360,ok,
r20260612_134238,main,ce_off,Linear reference,36,12381,-0.015,0.5,m,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r036_m_ce_off,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r036_m_ce_off\MASTER_metrics.csv,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r036_m_ce_off\K1_spatial_ce_intensity.npz,29.836707,ok,
r20260612_134238,main,ce_light,Low-intensity CE,36,12381,-0.015,0.5,m,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r036_m_ce_light,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r036_m_ce_light\MASTER_metrics.csv,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r036_m_ce_light\K1_spatial_ce_intensity.npz,96.354334,ok,
r20260612_134238,main,baseline,Status-quo CE,36,12381,-0.015,0.5,m,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r036_m_baseline,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r036_m_baseline\MASTER_metrics.csv,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r036_m_baseline\K1_spatial_ce_intensity.npz,130.318073,ok,
r20260612_134238,main,ce_strong,Targeted CE expansion,36,12381,-0.015,0.5,m,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r036_m_ce_strong,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r036_m_ce_strong\MASTER_metrics.csv,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r036_m_ce_strong\K1_spatial_ce_intensity.npz,225.851145,ok,
r20260612_134238,main,ce_off,Linear reference,37,12382,-0.015,0.5,m,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r037_m_ce_off,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r037_m_ce_off\MASTER_metrics.csv,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r037_m_ce_off\K1_spatial_ce_intensity.npz,94.702850,ok,
r20260612_134238,main,ce_light,Low-intensity CE,37,12382,-0.015,0.5,m,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r037_m_ce_light,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r037_m_ce_light\MASTER_metrics.csv,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r037_m_ce_light\K1_spatial_ce_intensity.npz,199.266436,ok,
r20260612_134238,main,baseline,Status-quo CE,37,12382,-0.015,0.5,m,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r037_m_baseline,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r037_m_baseline\MASTER_metrics.csv,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r037_m_baseline\K1_spatial_ce_intensity.npz,264.713512,ok,
r20260612_134238,main,ce_strong,Targeted CE expansion,37,12382,-0.015,0.5,m,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r037_m_ce_strong,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r037_m_ce_strong\MASTER_metrics.csv,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r037_m_ce_strong\K1_spatial_ce_intensity.npz,342.861469,ok,
r20260612_134238,main,ce_off,Linear reference,38,12383,-0.015,0.5,m,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r038_m_ce_off,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r038_m_ce_off\MASTER_metrics.csv,C:\Sanja_Cooperation_2\Journal_of_cleaner_production_revision\github_reposit\results\runs\r20260612_134238_m_r038_m_ce_off\K1_spatial_ce_intensity.npz,98.154259,ok,
