run_group,stage,experiment,scenario,replicate,seed,beta_cei,observability_prob,duration_sec,status
r20260612_134238,simulation,main,ce_light,84,12429,-0.015,0.5,99.311268,ok
r20260612_134238,simulation,main,baseline,84,12429,-0.015,0.5,115.246152,ok
r20260612_134238,simulation,main,ce_strong,84,12429,-0.015,0.5,119.804645,ok
r20260612_134238,simulation,main,ce_off,85,12430,-0.015,0.5,30.386517,ok
r20260612_134238,simulation,main,ce_light,85,12430,-0.015,0.5,96.893634,ok
r20260612_134238,simulation,main,baseline,85,12430,-0.015,0.5,112.781352,ok
r20260612_134238,simulation,main,ce_strong,85,12430,-0.015,0.5,125.302985,ok
r20260612_134238,simulation,main,ce_off,86,12431,-0.015,0.5,30.212746,ok
r20260612_134238,simulation,main,ce_light,86,12431,-0.015,0.5,97.365098,ok
r20260612_134238,simulation,main,baseline,86,12431,-0.015,0.5,111.641400,ok
r20260612_134238,simulation,main,ce_strong,86,12431,-0.015,0.5,118.507797,ok
r20260612_134238,simulation,main,ce_off,87,12432,-0.015,0.5,30.295477,ok
r20260612_134238,simulation,main,ce_light,87,12432,-0.015,0.5,97.744239,ok
r20260612_134238,simulation,main,baseline,87,12432,-0.015,0.5,113.225143,ok
r20260612_134238,simulation,main,ce_strong,87,12432,-0.015,0.5,119.979362,ok
r20260612_134238,simulation,main,ce_off,88,12433,-0.015,0.5,30.368455,ok
r20260612_134238,simulation,main,ce_light,88,12433,-0.015,0.5,98.563836,ok
r20260612_134238,simulation,main,baseline,88,12433,-0.015,0.5,188.265169,ok
r20260612_134238,simulation,main,ce_strong,88,12433,-0.015,0.5,361.266258,ok
r20260612_134238,simulation,main,ce_off,89,12434,-0.015,0.5,92.068081,ok
r20260612_134238,simulation,main,ce_light,89,12434,-0.015,0.5,224.180810,ok
r20260612_134238,simulation,main,baseline,89,12434,-0.015,0.5,113.551297,ok
r20260612_134238,simulation,main,ce_strong,89,12434,-0.015,0.5,120.384274,ok
r20260612_134238,simulation,main,ce_off,90,12435,-0.015,0.5,30.474089,ok
r20260612_134238,simulation,main,ce_light,90,12435,-0.015,0.5,96.930425,ok
r20260612_134238,simulation,main,baseline,90,12435,-0.015,0.5,111.438174,ok
r20260612_134238,simulation,main,ce_strong,90,12435,-0.015,0.5,118.491416,ok
r20260612_134238,simulation,main,ce_off,91,12436,-0.015,0.5,31.361616,ok
r20260612_134238,simulation,main,ce_light,91,12436,-0.015,0.5,97.139439,ok
r20260612_134238,simulation,main,baseline,91,12436,-0.015,0.5,111.946545,ok
r20260612_134238,simulation,main,ce_strong,91,12436,-0.015,0.5,119.398994,ok
r20260612_134238,simulation,main,ce_off,92,12437,-0.015,0.5,30.332386,ok
r20260612_134238,simulation,main,ce_light,92,12437,-0.015,0.5,96.569708,ok
r20260612_134238,simulation,main,baseline,92,12437,-0.015,0.5,112.504520,ok
r20260612_134238,simulation,main,ce_strong,92,12437,-0.015,0.5,120.803730,ok
r20260612_134238,simulation,main,ce_off,93,12438,-0.015,0.5,30.671521,ok
r20260612_134238,simulation,main,ce_light,93,12438,-0.015,0.5,98.799412,ok
r20260612_134238,simulation,main,baseline,93,12438,-0.015,0.5,112.056642,ok
r20260612_134238,simulation,main,ce_strong,93,12438,-0.015,0.5,117.223642,ok
r20260612_134238,simulation,main,ce_off,94,12439,-0.015,0.5,30.367750,ok
r20260612_134238,simulation,main,ce_light,94,12439,-0.015,0.5,97.428770,ok
r20260612_134238,simulation,main,baseline,94,12439,-0.015,0.5,113.336202,ok
r20260612_134238,simulation,main,ce_strong,94,12439,-0.015,0.5,122.682908,ok
r20260612_134238,simulation,main,ce_off,95,12440,-0.015,0.5,30.444553,ok
r20260612_134238,simulation,main,ce_light,95,12440,-0.015,0.5,97.177353,ok
r20260612_134238,simulation,main,baseline,95,12440,-0.015,0.5,274.188294,ok
r20260612_134238,simulation,main,ce_strong,95,12440,-0.015,0.5,152.181443,ok
r20260612_134238,simulation,main,ce_off,96,12441,-0.015,0.5,30.339208,ok
r20260612_134238,simulation,main,ce_light,96,12441,-0.015,0.5,96.436901,ok
r20260612_134238,simulation,main,baseline,96,12441,-0.015,0.5,111.944027,ok
r20260612_134238,simulation,main,ce_strong,96,12441,-0.015,0.5,119.633755,ok
r20260612_134238,simulation,main,ce_off,97,12442,-0.015,0.5,30.130292,ok
r20260612_134238,simulation,main,ce_light,97,12442,-0.015,0.5,96.932881,ok
r20260612_134238,simulation,main,baseline,97,12442,-0.015,0.5,111.521357,ok
r20260612_134238,simulation,main,ce_strong,97,12442,-0.015,0.5,118.588841,ok
r20260612_134238,simulation,main,ce_off,98,12443,-0.015,0.5,30.133990,ok
r20260612_134238,simulation,main,ce_light,98,12443,-0.015,0.5,96.949809,ok
r20260612_134238,simulation,main,baseline,98,12443,-0.015,0.5,111.786120,ok
r20260612_134238,simulation,main,ce_strong,98,12443,-0.015,0.5,119.462665,ok
r20260612_134238,simulation,main,ce_off,99,12444,-0.015,0.5,30.409551,ok
r20260612_134238,simulation,main,ce_light,99,12444,-0.015,0.5,95.963208,ok
r20260612_134238,simulation,main,baseline,99,12444,-0.015,0.5,111.342252,ok
r20260612_134238,simulation,main,ce_strong,99,12444,-0.015,0.5,120.183855,ok
r20260612_134238,simulation,beta,ce_light,0,12345,0.005,0.5,24.767766,ok
