run_group,check_rep,scenario,metric,n,mean,sd,ci95_half_width,relative_half_width,passed,criterion
r20260612_134238,30,baseline,UNEMPLOYMENT,30,0.09071788913887023,2.3945489945789345e-05,8.568783529297028e-06,9.445527900434281e-05,True,rel_hw<=0.05
r20260612_134238,30,baseline,D_adv_exposure,30,0.17018549535219404,0.0003638640133924538,0.00013020706495961375,0.0007650890852369877,True,rel_hw<=0.05
r20260612_134238,30,baseline,D_resources,30,0.37897543301696307,0.01634583062129108,0.005849280366260675,0.015434457900596577,True,rel_hw<=0.05
r20260612_134238,30,baseline,MEAN_RESOURCES,30,1.6195583919650722,0.042989516771303936,0.015383601006968017,0.00949863931012855,True,rel_hw<=0.05
r20260612_134238,30,ce_strong,MEAN_LOCAL_CE_ACTIVATION,30,0.0197341776235228,0.003275131101856147,0.0011719906130719295,0.05938887525137793,False,rel_hw<=0.05
r20260612_134238,30,ce_strong,CEI_SIM,30,0.6418658226128748,0.0016616441064970463,0.0005946117069869799,0.0009263800720319781,True,rel_hw<=0.05
r20260612_134238,30,ce_strong,UNEMPLOYMENT,30,0.0903720126608069,2.4924661597456006e-05,8.91917560480481e-06,9.86940020720921e-05,True,rel_hw<=0.05
r20260612_134238,30,ce_strong,D_adv_exposure,30,0.17424392848655207,0.004715716728894307,0.0016874975591169921,0.0096846849917484,True,rel_hw<=0.05
r20260612_134238,30,ce_strong,D_resources,30,0.7729636950488102,0.002642461058084015,0.0009455925455098349,0.0012233337109708933,True,rel_hw<=0.05
r20260612_134238,30,ce_strong,MEAN_RESOURCES,30,5.245947346716306,0.09445163298350279,0.03379908278579879,0.006442894019314792,True,rel_hw<=0.05
r20260612_134238,35,ce_off,MEAN_LOCAL_CE_ACTIVATION,35,0.0,0.0,0.0,0.0,True,abs_hw<=0.0001
r20260612_134238,35,ce_off,CEI_SIM,35,0.0,0.0,0.0,0.0,True,abs_hw<=0.0001
r20260612_134238,35,ce_off,UNEMPLOYMENT,35,0.10000000000000002,0.0,0.0,0.0,True,rel_hw<=0.05
r20260612_134238,35,ce_off,D_adv_exposure,35,0.02996874355544334,0.00041192964776323406,0.00013647248502671923,0.0045538273826608655,True,rel_hw<=0.05
r20260612_134238,35,ce_off,D_resources,35,0.027073590081239995,0.012030079104733185,0.003985570835713662,0.14721249837033507,False,rel_hw<=0.05
r20260612_134238,35,ce_off,MEAN_RESOURCES,35,1.028005297395318,0.012535265219308497,0.004152939231825596,0.0040398033379283145,True,rel_hw<=0.05
r20260612_134238,35,ce_light,MEAN_LOCAL_CE_ACTIVATION,35,0.024998079893196145,0.01168289514329801,0.0038705486268589303,0.1548338369745109,False,rel_hw<=0.05
r20260612_134238,35,ce_light,CEI_SIM,35,0.5631471337884902,0.003541032117467587,0.0011731455972015593,0.002083195539519829,True,rel_hw<=0.05
r20260612_134238,35,ce_light,UNEMPLOYMENT,35,0.09155279299317265,5.3115481762012765e-05,1.7597183958023044e-05,0.00019220805158107318,True,rel_hw<=0.05
r20260612_134238,35,ce_light,D_adv_exposure,35,0.17765164987794477,0.00838550683350859,0.002778122337130775,0.015638032852717546,True,rel_hw<=0.05
r20260612_134238,35,ce_light,D_resources,35,0.14912740499178212,0.01888662316840324,0.006257147091866228,0.041958398539899744,True,rel_hw<=0.05
r20260612_134238,35,ce_light,MEAN_RESOURCES,35,1.176531367015013,0.02639901983903558,0.008746007623548387,0.007433722439324292,True,rel_hw<=0.05
r20260612_134238,35,baseline,MEAN_LOCAL_CE_ACTIVATION,35,0.01875019764151053,0.0007257765473570779,0.00024045010969655475,0.012823870675593792,True,rel_hw<=0.05
r20260612_134238,35,baseline,CEI_SIM,35,0.618838162586504,0.0015017406411308866,0.0004975273770013956,0.0008039700960295075,True,rel_hw<=0.05
r20260612_134238,35,baseline,UNEMPLOYMENT,35,0.09071742756120244,2.2526109616961095e-05,7.462910655020205e-06,8.22654572076061e-05,True,rel_hw<=0.05
r20260612_134238,35,baseline,D_adv_exposure,35,0.17017750405745855,0.0003378893205256786,0.00011194288997288507,0.0006578007510034276,True,rel_hw<=0.05
r20260612_134238,35,baseline,D_resources,35,0.3801828772961289,0.01765839448603827,0.005850234354767529,0.015387948022211198,True,rel_hw<=0.05
r20260612_134238,35,baseline,MEAN_RESOURCES,35,1.6229664150305394,0.04683439892691611,0.015516258276128441,0.00956043090752218,True,rel_hw<=0.05
r20260612_134238,35,ce_strong,MEAN_LOCAL_CE_ACTIVATION,35,0.01953815662274249,0.003144052879611145,0.001041626189971563,0.05331240864141226,False,rel_hw<=0.05
r20260612_134238,35,ce_strong,CEI_SIM,35,0.6416924962525851,0.001646336794477992,0.0005454321502551194,0.0008499899148585721,True,rel_hw<=0.05
r20260612_134238,35,ce_strong,UNEMPLOYMENT,35,0.09037461255621122,2.4695051917169585e-05,8.181482253826694e-06,9.052854582074113e-05,True,rel_hw<=0.05
r20260612_134238,35,ce_strong,D_adv_exposure,35,0.17423323677240882,0.004717055965254131,0.001562762848180207,0.008969372762221924,True,rel_hw<=0.05
r20260612_134238,35,ce_strong,D_resources,35,0.7730870598775754,0.0025351620086216356,0.0008399003595409657,0.0010864240305276493,True,rel_hw<=0.05
r20260612_134238,35,ce_strong,MEAN_RESOURCES,35,5.2519146341621585,0.0918394846878915,0.030426464244530015,0.005793404189514967,True,rel_hw<=0.05
r20260612_134238,40,ce_off,MEAN_LOCAL_CE_ACTIVATION,40,0.0,0.0,0.0,0.0,True,abs_hw<=0.0001
r20260612_134238,40,ce_off,CEI_SIM,40,0.0,0.0,0.0,0.0,True,abs_hw<=0.0001
r20260612_134238,40,ce_off,UNEMPLOYMENT,40,0.10000000000000002,0.0,0.0,0.0,True,rel_hw<=0.05
r20260612_134238,40,ce_off,D_adv_exposure,40,0.029972510518747962,0.00038634830253507903,0.00011973057940276418,0.003994679702518482,True,rel_hw<=0.05
r20260612_134238,40,ce_off,D_resources,40,0.027092166477328473,0.011839276025002314,0.0036690296524703263,0.13542769477445368,False,rel_hw<=0.05
r20260612_134238,40,ce_off,MEAN_RESOURCES,40,1.0280221630510695,0.012348907008494387,0.0038269659305249356,0.003722649246361454,True,rel_hw<=0.05
r20260612_134238,40,ce_light,MEAN_LOCAL_CE_ACTIVATION,40,0.02575414837346347,0.011967281005741064,0.0037086988069864094,0.14400393882982263,False,rel_hw<=0.05
r20260612_134238,40,ce_light,CEI_SIM,40,0.5631744829994351,0.003481769055441343,0.0010790114091849964,0.0019159451320277215,True,rel_hw<=0.05
r20260612_134238,40,ce_light,UNEMPLOYMENT,40,0.09155238275500847,5.2226535831618826e-05,1.6185171137774537e-05,0.00017678590824976763,True,rel_hw<=0.05
r20260612_134238,40,ce_light,D_adv_exposure,40,0.17731694845540835,0.008224286403175608,0.0025487327620317,0.014373881257451569,True,rel_hw<=0.05
r20260612_134238,40,ce_light,D_resources,40,0.15083001469952012,0.01862922238867567,0.005773255831029732,0.038276571427318835,True,rel_hw<=0.05
r20260612_134238,40,ce_light,MEAN_RESOURCES,40,1.1788934029008744,0.026067553001281073,0.008078418370098218,0.006852543538050047,True,rel_hw<=0.05
r20260612_134238,40,baseline,MEAN_LOCAL_CE_ACTIVATION,40,0.01878553406769551,0.0006973054368488872,0.00021609719371559646,0.01150338302530389,True,rel_hw<=0.05
r20260612_134238,40,baseline,CEI_SIM,40,0.618749246658062,0.0015041854596520357,0.0004661519034291583,0.0007533777308770879,True,rel_hw<=0.05
r20260612_134238,40,baseline,UNEMPLOYMENT,40,0.09071876130012908,2.2562781894778353e-05,6.992278551436698e-06,7.707643326724687e-05,True,rel_hw<=0.05
r20260612_134238,40,baseline,D_adv_exposure,40,0.17018479408404846,0.00034017926713750794,0.00010542264709829646,0.0006194598504860065,True,rel_hw<=0.05
r20260612_134238,40,baseline,D_resources,40,0.3814531577527136,0.016887950832720742,0.005233630185144809,0.013720243439530362,True,rel_hw<=0.05
r20260612_134238,40,baseline,MEAN_RESOURCES,40,1.6262119825012664,0.04474622163405568,0.013866997750931096,0.00852717720699755,True,rel_hw<=0.05
r20260612_134238,40,ce_strong,MEAN_LOCAL_CE_ACTIVATION,40,0.01935488118039335,0.0030138036341764147,0.0009339874226400544,0.04825591094747671,True,rel_hw<=0.05
r20260612_134238,40,ce_strong,CEI_SIM,40,0.6416369783106333,0.0016232535942345653,0.0005030515006279273,0.000784012638972916,True,rel_hw<=0.05
r20260612_134238,40,ce_strong,UNEMPLOYMENT,40,0.0903754453253405,2.434880391351823e-05,7.545772509418832e-06,8.349361358336856e-05,True,rel_hw<=0.05
r20260612_134238,40,ce_strong,D_adv_exposure,40,0.1743765324601451,0.004662267090560752,0.0014448515404894122,0.008285814152312282,True,rel_hw<=0.05
r20260612_134238,40,ce_strong,D_resources,40,0.7730979935655738,0.002510331317540635,0.0007779597352178207,0.0010062886486483095,True,rel_hw<=0.05
r20260612_134238,40,ce_strong,MEAN_RESOURCES,40,5.253547215497875,0.09157735746534422,0.02838011710561137,0.005402086617188956,True,rel_hw<=0.05
r20260612_134238,45,ce_off,MEAN_LOCAL_CE_ACTIVATION,45,0.0,0.0,0.0,0.0,True,abs_hw<=0.0001
r20260612_134238,45,ce_off,CEI_SIM,45,0.0,0.0,0.0,0.0,True,abs_hw<=0.0001
r20260612_134238,45,ce_off,UNEMPLOYMENT,45,0.09999999999999998,4.2103811840951543e-17,1.2301872757395153e-17,1.2301872757395155e-16,True,rel_hw<=0.05
r20260612_134238,45,ce_off,D_adv_exposure,45,0.029953066222549105,0.00038882312799850334,0.00011360616620269067,0.003792805897019194,True,rel_hw<=0.05
r20260612_134238,45,ce_off,D_resources,45,0.02717448268787036,0.0117864161261067,0.0034437497487590433,0.1267273341801719,False,rel_hw<=0.05
r20260612_134238,45,ce_off,MEAN_RESOURCES,45,1.028107032061647,0.012291231182158085,0.003591246384194822,0.003493066647928039,True,rel_hw<=0.05
r20260612_134238,45,ce_light,MEAN_LOCAL_CE_ACTIVATION,45,0.025272090507823603,0.011410307736237453,0.0033338585690093746,0.13191859090474908,False,rel_hw<=0.05
r20260612_134238,45,ce_light,CEI_SIM,45,0.5632721174031707,0.0033934194568950595,0.0009914877666869354,0.001760228735017009,True,rel_hw<=0.05
r20260612_134238,45,ce_light,UNEMPLOYMENT,45,0.09155091823895245,5.090129185342451e-05,1.4872316500303626e-05,0.00016244857819433487,True,rel_hw<=0.05
r20260612_134238,45,ce_light,D_adv_exposure,45,0.1769769659298844,0.008139187957532238,0.002378104267146128,0.013437366013429663,True,rel_hw<=0.05
r20260612_134238,45,ce_light,D_resources,45,0.15177315360035498,0.018208594897270735,0.005320179046100279,0.035053492135435446,True,rel_hw<=0.05
