metric,scenario,scenario_label,n_runs,last_window,last_mean,last_sd,last_ci95_low,last_ci95_high,last_median,last_min,last_max,delta_convention,delta_mean,delta_sd,delta_ci95_low,delta_ci95_high,delta_median,delta_min,delta_max
OBSERVED_CE_ACTIONS_M,ce_light,Light CE,100,24,3328.347083333333,29.803978145890305,3322.5055036167387,3334.1886630499275,3330.9375,3259.6666666666665,3380.625,final_minus_initial,1505.93,55.55564232316457,1495.0410941046598,1516.8189058953403,1508.5,1380.0,1665.0
OBSERVED_CE_ACTIONS_M,baseline,Baseline CE,100,24,3697.6270833333333,9.515335499766683,3695.762077575379,3699.4920890912877,3696.25,3680.0416666666665,3717.4166666666665,final_minus_initial,1790.97,54.33667121184217,1780.3200124424789,1801.6199875575212,1795.0,1654.0,1898.0
OBSERVED_CE_ACTIONS_M,ce_strong,Targeted CE expansion,100,24,3824.8579166666673,11.484001850656954,3822.6070523039384,3827.108781029396,3825.4791666666665,3794.5416666666665,3850.9166666666665,final_minus_initial,1708.85,63.54659071830048,1696.394868219213,1721.3051317807867,1706.5,1565.0,1903.0
CE_ACTION_RECOGNITION_OPPORTUNITIES_M,ce_off,Linear reference,100,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,final_minus_initial,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CE_ACTION_RECOGNITION_OPPORTUNITIES_M,ce_light,Light CE,100,24,6655.43875,58.54635540703115,6643.963664340222,6666.913835659779,6665.416666666667,6513.541666666667,6765.75,final_minus_initial,2996.22,76.40846904247029,2981.243940067676,3011.196059932324,2988.5,2784.0,3198.0
CE_ACTION_RECOGNITION_OPPORTUNITIES_M,baseline,Baseline CE,100,24,7394.392083333334,6.06291571231402,7393.203751853721,7395.580414812947,7394.416666666666,7378.833333333333,7408.666666666667,final_minus_initial,3585.57,52.94999642315494,3575.1918007010618,3595.9481992989386,3583.0,3453.0,3697.0
CE_ACTION_RECOGNITION_OPPORTUNITIES_M,ce_strong,Targeted CE expansion,100,24,7649.815833333331,13.606108877761137,7647.14903599329,7652.482630673372,7648.5625,7614.0,7690.0,final_minus_initial,3414.29,63.016319034409364,3401.938801469256,3426.641198530744,3407.5,3273.0,3560.0
OBSERVED_CE_ACTION_RATE_M,ce_off,Linear reference,100,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,final_minus_initial,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OBSERVED_CE_ACTION_RATE_M,ce_light,Light CE,100,24,0.5000934430743097,0.001193107546798429,0.4998595939951372,0.5003272921534822,0.4999437894436699,0.4975183614816152,0.5026634927611473,final_minus_initial,0.0015304523339015252,0.00913483020953095,-0.00025997438716654107,0.0033208790549695915,0.001922123825877281,-0.024609904499532875,0.023714100012938
OBSERVED_CE_ACTION_RATE_M,baseline,Baseline CE,100,24,0.5000581766269835,0.0012667879259970227,0.4998098861934881,0.5003064670604789,0.5001568317227494,0.49738857350593063,0.5025193235464548,final_minus_initial,6.202896834163696e-05,0.009904136216159164,-0.0018791817300255593,0.002003239666708833,0.0009128616525280464,-0.024103197906539586,0.02106961036342553
OBSERVED_CE_ACTION_RATE_M,ce_strong,Targeted CE expansion,100,24,0.49999262549890594,0.0010686951512434218,0.49978316124926225,0.5002020897485496,0.500019468779064,0.49736245694043424,0.5031238974852968,final_minus_initial,0.0007977557709821875,0.009478940292217143,-0.0010601165262923724,0.002655628068256747,0.0018216425753273258,-0.020619103480824075,0.02826938691468245
R_gap,ce_off,Linear reference,100,24,0.020279955614330655,0.0013960244946795242,0.020006334813373466,0.020553576415287843,0.02029074488943769,0.01624562127687123,0.02403956361724495,final_minus_initial,-0.0002809915564288113,0.010181307091111202,-0.002276527746286607,0.0017145446334289843,-0.00030114473337360115,-0.026758090614886796,0.031570987654320995
R_gap,ce_light,Light CE,100,24,0.018776224722774622,0.0014819162403689084,0.018485769139662316,0.01906668030588693,0.01880267971858592,0.014984182098765383,0.02260176343264574,final_minus_initial,-0.001966384570260521,0.010532209711060982,-0.004030697673628473,9.79285331074312e-05,-0.0009611031352416994,-0.029032006245120902,0.0298186082877247
R_gap,baseline,Baseline CE,100,24,0.018296430016378734,0.0015061716086447157,0.01800122038108437,0.018591639651673098,0.018398541715386747,0.014004873777425287,0.02236025943396221,final_minus_initial,-0.002837241845641462,0.011709272716095022,-0.005132259297996086,-0.000542224393286838,-0.002787902423790298,-0.0358077673692426,0.0280604311008467
R_gap,ce_strong,Targeted CE expansion,100,24,0.018568654764962923,0.0014890431547046972,0.0182768023066408,0.018860507223285045,0.018529595392179306,0.013899810902451718,0.022341848859315547,final_minus_initial,-0.001842454704487418,0.010594057385866372,-0.003918889952117227,0.00023398054314239126,-0.0012686361625990012,-0.0284743735763099,0.0263820246343341
